STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Country,WASTE,Waste category,WST_OPER,Waste management operations,UNIT,Unit of measure,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,11.057,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE6,Total waste,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,9.636,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_TEE,Temperature exchange equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,4.403,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_TEE,Temperature exchange equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,2.186,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_TEE,Temperature exchange equipment,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,1.997,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_SME,Screens and monitors,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,1.493,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_SME,Screens and monitors,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,1.6,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_SME,Screens and monitors,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,1.493,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_LMP,Lamps,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,0.145,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_LMP,Lamps,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,0.095,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_LMP,Lamps,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,0.091,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_LE,Large equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,11.018,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_LE,Large equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,4.465,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_LE,Large equipment,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,3.876,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_SE,Small equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,6.512,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_SE,Small equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,1.873,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_SE,Small equipment,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,1.514,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_SITTE,Small IT and telecommunication equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,1.027,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_SITTE,Small IT and telecommunication equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,0.839,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_SITTE,Small IT and telecommunication equipment,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,0.666,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE6,Total waste,MKT,Products put on the market,TH_T,Thousand tonnes,2020,,263.202,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2020,,118.316,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE6,Total waste,RCY,Recycling,TH_T,Thousand tonnes,2020,,103.106,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_TEE,Temperature exchange equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2020,,47.118,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_TEE,Temperature exchange equipment,COL,Waste collected,TH_T,Thousand tonnes,2020,,23.387,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_TEE,Temperature exchange equipment,RCY,Recycling,TH_T,Thousand tonnes,2020,,21.368,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_SME,Screens and monitors,MKT,Products put on the market,TH_T,Thousand tonnes,2020,,15.972,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_SME,Screens and monitors,COL,Waste collected,TH_T,Thousand tonnes,2020,,17.119,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_SME,Screens and monitors,RCY,Recycling,TH_T,Thousand tonnes,2020,,15.971,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_LMP,Lamps,MKT,Products put on the market,TH_T,Thousand tonnes,2020,,1.547,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_LMP,Lamps,COL,Waste collected,TH_T,Thousand tonnes,2020,,1.019,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_LMP,Lamps,RCY,Recycling,TH_T,Thousand tonnes,2020,,0.971,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_LE,Large equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2020,,117.897,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_LE,Large equipment,COL,Waste collected,TH_T,Thousand tonnes,2020,,47.775,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_LE,Large equipment,RCY,Recycling,TH_T,Thousand tonnes,2020,,41.471,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_SE,Small equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2020,,69.679,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_SE,Small equipment,COL,Waste collected,TH_T,Thousand tonnes,2020,,20.038,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_SE,Small equipment,RCY,Recycling,TH_T,Thousand tonnes,2020,,16.195,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_SITTE,Small IT and telecommunication equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2020,,10.989,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_SITTE,Small IT and telecommunication equipment,COL,Waste collected,TH_T,Thousand tonnes,2020,,8.977,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE_SITTE,Small IT and telecommunication equipment,RCY,Recycling,TH_T,Thousand tonnes,2020,,7.131,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE6,Total waste,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,39.292,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,13.543,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE6,Total waste,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,11.12,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_TEE,Temperature exchange equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,7.025,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_TEE,Temperature exchange equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,2.586,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_TEE,Temperature exchange equipment,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,1.956,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_SME,Screens and monitors,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,2.821,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_SME,Screens and monitors,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,1.199,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_SME,Screens and monitors,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,1.084,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_LMP,Lamps,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,0.348,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_LMP,Lamps,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,0.137,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_LMP,Lamps,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,0.116,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_LE,Large equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,20.408,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_LE,Large equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,5.883,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_LE,Large equipment,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,4.731,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_SE,Small equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,6.739,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_SE,Small equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,2.903,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_SE,Small equipment,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,2.497,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_SITTE,Small IT and telecommunication equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,1.951,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_SITTE,Small IT and telecommunication equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,0.835,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_SITTE,Small IT and telecommunication equipment,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,0.736,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE6,Total waste,MKT,Products put on the market,TH_T,Thousand tonnes,2020,,228.89,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2020,,78.894,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE6,Total waste,RCY,Recycling,TH_T,Thousand tonnes,2020,,64.777,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_TEE,Temperature exchange equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2020,,40.922,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_TEE,Temperature exchange equipment,COL,Waste collected,TH_T,Thousand tonnes,2020,,15.067,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_TEE,Temperature exchange equipment,RCY,Recycling,TH_T,Thousand tonnes,2020,,11.395,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_SME,Screens and monitors,MKT,Products put on the market,TH_T,Thousand tonnes,2020,,16.431,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_SME,Screens and monitors,COL,Waste collected,TH_T,Thousand tonnes,2020,,6.984,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_SME,Screens and monitors,RCY,Recycling,TH_T,Thousand tonnes,2020,,6.314,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_LMP,Lamps,MKT,Products put on the market,TH_T,Thousand tonnes,2020,,2.029,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_LMP,Lamps,COL,Waste collected,TH_T,Thousand tonnes,2020,,0.798,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_LMP,Lamps,RCY,Recycling,TH_T,Thousand tonnes,2020,,0.675,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_LE,Large equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2020,,118.886,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_LE,Large equipment,COL,Waste collected,TH_T,Thousand tonnes,2020,,34.27,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_LE,Large equipment,RCY,Recycling,TH_T,Thousand tonnes,2020,,27.562,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_SE,Small equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2020,,39.256,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_SE,Small equipment,COL,Waste collected,TH_T,Thousand tonnes,2020,,16.913,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_SE,Small equipment,RCY,Recycling,TH_T,Thousand tonnes,2020,,14.545,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_SITTE,Small IT and telecommunication equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2020,,11.366,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_SITTE,Small IT and telecommunication equipment,COL,Waste collected,TH_T,Thousand tonnes,2020,,4.862,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE_SITTE,Small IT and telecommunication equipment,RCY,Recycling,TH_T,Thousand tonnes,2020,,4.286,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE6,Total waste,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,28.792,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,15.678,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE6,Total waste,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,14.069,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_TEE,Temperature exchange equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,6.167,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_TEE,Temperature exchange equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,3.274,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_TEE,Temperature exchange equipment,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,2.754,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_SME,Screens and monitors,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,1.781,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_SME,Screens and monitors,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,1.249,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_SME,Screens and monitors,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,1.155,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_LMP,Lamps,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,0.21,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_LMP,Lamps,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,0.152,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_LMP,Lamps,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,0.137,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_LE,Large equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,13.124,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_LE,Large equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,5.855,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_LE,Large equipment,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,5.256,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_SE,Small equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,6.671,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_SE,Small equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,4.472,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_SE,Small equipment,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,4.162,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_SITTE,Small IT and telecommunication equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,0.838,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_SITTE,Small IT and telecommunication equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,0.676,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_SITTE,Small IT and telecommunication equipment,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,0.605,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE6,Total waste,MKT,Products put on the market,TH_T,Thousand tonnes,2020,,159.204,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2020,,86.692,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE6,Total waste,RCY,Recycling,TH_T,Thousand tonnes,2020,,77.795,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_TEE,Temperature exchange equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2020,,34.102,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_TEE,Temperature exchange equipment,COL,Waste collected,TH_T,Thousand tonnes,2020,,18.105,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_TEE,Temperature exchange equipment,RCY,Recycling,TH_T,Thousand tonnes,2020,,15.23,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_SME,Screens and monitors,MKT,Products put on the market,TH_T,Thousand tonnes,2020,,9.848,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_SME,Screens and monitors,COL,Waste collected,TH_T,Thousand tonnes,2020,,6.906,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_SME,Screens and monitors,RCY,Recycling,TH_T,Thousand tonnes,2020,,6.388,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_LMP,Lamps,MKT,Products put on the market,TH_T,Thousand tonnes,2020,,1.163,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_LMP,Lamps,COL,Waste collected,TH_T,Thousand tonnes,2020,,0.841,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_LMP,Lamps,RCY,Recycling,TH_T,Thousand tonnes,2020,,0.756,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_LE,Large equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2020,,72.571,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_LE,Large equipment,COL,Waste collected,TH_T,Thousand tonnes,2020,,32.373,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_LE,Large equipment,RCY,Recycling,TH_T,Thousand tonnes,2020,,29.064,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_SE,Small equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2020,,36.886,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_SE,Small equipment,COL,Waste collected,TH_T,Thousand tonnes,2020,,24.729,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_SE,Small equipment,RCY,Recycling,TH_T,Thousand tonnes,2020,,23.013,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_SITTE,Small IT and telecommunication equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2020,,4.634,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_SITTE,Small IT and telecommunication equipment,COL,Waste collected,TH_T,Thousand tonnes,2020,,3.738,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE_SITTE,Small IT and telecommunication equipment,RCY,Recycling,TH_T,Thousand tonnes,2020,,3.344,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FRA,France,EE6,Total waste,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,32.273,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FRA,France,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,12.328,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FRA,France,EE6,Total waste,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,9.716,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FRA,France,EE_TEE,Temperature exchange equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,5.727,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FRA,France,EE_TEE,Temperature exchange equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,1.953,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FRA,France,EE_TEE,Temperature exchange equipment,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,1.575,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FRA,France,EE_SME,Screens and monitors,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,1.368,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FRA,France,EE_SME,Screens and monitors,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,0.81,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FRA,France,EE_SME,Screens and monitors,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,0.418,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FRA,France,EE_LMP,Lamps,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,0.138,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FRA,France,EE_LMP,Lamps,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,0.07,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FRA,France,EE_LMP,Lamps,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,0.059,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FRA,France,EE_LE,Large equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,15.408,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FRA,France,EE_LE,Large equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,5.88,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FRA,France,EE_LE,Large equipment,RCY,Recycling,KG_HAB,Kilograms per capita,2020,,4.841,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FRA,France,EE_SE,Small equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2020,,8.402,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FRA,France,EE_SE,Small equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2020,,2.439,,A,,,,,,,
