STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Country,WASTE,Waste category,WST_OPER,Waste management operations,UNIT,Unit of measure,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE6,Total waste,GEN,Waste generated,KG_HAB,Kilograms per capita,2015,,13.583,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2015,,2.602,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_TEE,Temperature exchange equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2015,,2.691,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_TEE,Temperature exchange equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2015,,0.472,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_SME,Screens and monitors,GEN,Waste generated,KG_HAB,Kilograms per capita,2015,,1.907,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_SME,Screens and monitors,COL,Waste collected,KG_HAB,Kilograms per capita,2015,,0.009,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_LMP,Lamps,GEN,Waste generated,KG_HAB,Kilograms per capita,2015,,0.266,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_LMP,Lamps,COL,Waste collected,KG_HAB,Kilograms per capita,2015,,0.003,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_LE,Large equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2015,,3.315,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_LE,Large equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2015,,1.187,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_SE,Small equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2015,,4.065,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_SE,Small equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2015,,0.539,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_SITTE,Small IT and telecommunication equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2015,,1.34,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_SITTE,Small IT and telecommunication equipment,COL,Waste collected,KG_HAB,Kilograms per capita,2015,,0.392,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE6,Total waste,GEN,Waste generated,TH_T,Thousand tonnes,2015,,113.831,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2015,,21.807,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_TEE,Temperature exchange equipment,GEN,Waste generated,TH_T,Thousand tonnes,2015,,22.547,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_TEE,Temperature exchange equipment,COL,Waste collected,TH_T,Thousand tonnes,2015,,3.958,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_SME,Screens and monitors,GEN,Waste generated,TH_T,Thousand tonnes,2015,,15.979,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_SME,Screens and monitors,COL,Waste collected,TH_T,Thousand tonnes,2015,,0.076,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_LMP,Lamps,GEN,Waste generated,TH_T,Thousand tonnes,2015,,2.228,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_LMP,Lamps,COL,Waste collected,TH_T,Thousand tonnes,2015,,0.026,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_LE,Large equipment,GEN,Waste generated,TH_T,Thousand tonnes,2015,,27.78,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_LE,Large equipment,COL,Waste collected,TH_T,Thousand tonnes,2015,,9.947,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_SE,Small equipment,GEN,Waste generated,TH_T,Thousand tonnes,2015,,34.065,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_SE,Small equipment,COL,Waste collected,TH_T,Thousand tonnes,2015,,4.516,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_SITTE,Small IT and telecommunication equipment,GEN,Waste generated,TH_T,Thousand tonnes,2015,,11.231,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,LVA,Latvia,EE6,Total waste,MKT,Products put on the market,KG_HAB,Kilograms per capita,2015,,9.68,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,LVA,Latvia,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2015,,2.475,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,LVA,Latvia,EE6,Total waste,MKT,Products put on the market,TH_T,Thousand tonnes,2015,,19.143,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,LVA,Latvia,EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2015,,4.894,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,LIE,Liechtenstein,EE6,Total waste,MKT,Products put on the market,KG_HAB,Kilograms per capita,2015,,11.458,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,LIE,Liechtenstein,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2015,,11.458,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,LIE,Liechtenstein,EE6,Total waste,MKT,Products put on the market,TH_T,Thousand tonnes,2015,,0.428,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,LIE,Liechtenstein,EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2015,,0.428,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,LTU,Lithuania,EE6,Total waste,MKT,Products put on the market,KG_HAB,Kilograms per capita,2015,,10.482,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,LTU,Lithuania,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2015,,5.486,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,LTU,Lithuania,EE6,Total waste,MKT,Products put on the market,TH_T,Thousand tonnes,2015,,31.067,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,LTU,Lithuania,EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2015,,16.26,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ISR,Israel,EE_SITTE,Small IT and telecommunication equipment,COL,Waste collected,TH_T,Thousand tonnes,2015,,3.284,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,MLT,Malta,EE6,Total waste,MKT,Products put on the market,KG_HAB,Kilograms per capita,2015,,29.702,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,MLT,Malta,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2015,,4.458,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,MLT,Malta,EE6,Total waste,MKT,Products put on the market,TH_T,Thousand tonnes,2015,,13.219,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,MLT,Malta,EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2015,,1.984,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ROU,Romania,EE6,Total waste,MKT,Products put on the market,KG_HAB,Kilograms per capita,2015,,8.484,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ROU,Romania,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2015,,2.057,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ROU,Romania,EE6,Total waste,MKT,Products put on the market,TH_T,Thousand tonnes,2015,,168.179,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,ROU,Romania,EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2015,,40.774,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,RUS,Russia,EE6,Total waste,GEN,Waste generated,KG_HAB,Kilograms per capita,2015,,10.203,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,RUS,Russia,EE_TEE,Temperature exchange equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2015,,2.219,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,RUS,Russia,EE_SME,Screens and monitors,GEN,Waste generated,KG_HAB,Kilograms per capita,2015,,1.265,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,RUS,Russia,EE_LMP,Lamps,GEN,Waste generated,KG_HAB,Kilograms per capita,2015,,0.129,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,RUS,Russia,EE_LE,Large equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2015,,2.722,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,RUS,Russia,EE_SE,Small equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2015,,2.941,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,RUS,Russia,EE_SITTE,Small IT and telecommunication equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2015,,0.926,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,RUS,Russia,EE6,Total waste,GEN,Waste generated,TH_T,Thousand tonnes,2015,,1493.773,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,RUS,Russia,EE_TEE,Temperature exchange equipment,GEN,Waste generated,TH_T,Thousand tonnes,2015,,324.893,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,RUS,Russia,EE_SME,Screens and monitors,GEN,Waste generated,TH_T,Thousand tonnes,2015,,185.236,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,RUS,Russia,EE_LMP,Lamps,GEN,Waste generated,TH_T,Thousand tonnes,2015,,18.887,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,RUS,Russia,EE_LE,Large equipment,GEN,Waste generated,TH_T,Thousand tonnes,2015,,398.568,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,RUS,Russia,EE_SE,Small equipment,GEN,Waste generated,TH_T,Thousand tonnes,2015,,430.566,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,RUS,Russia,EE_SITTE,Small IT and telecommunication equipment,GEN,Waste generated,TH_T,Thousand tonnes,2015,,135.623,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,SVN,Slovenia,EE6,Total waste,MKT,Products put on the market,KG_HAB,Kilograms per capita,2015,,15.227,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,SVN,Slovenia,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2015,,5.103,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,SVN,Slovenia,EE6,Total waste,MKT,Products put on the market,TH_T,Thousand tonnes,2015,,31.414,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,SVN,Slovenia,EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2015,,10.527,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,EU27_2020,European Union – 27 countries (from 01/02/2020),EE6,Total waste,MKT,Products put on the market,KG_HAB,Kilograms per capita,2015,,18.098,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,EU27_2020,European Union – 27 countries (from 01/02/2020),EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2015,,7.262,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,EU27_2020,European Union – 27 countries (from 01/02/2020),EE6,Total waste,MKT,Products put on the market,TH_T,Thousand tonnes,2015,,8037.812,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,EU27_2020,European Union – 27 countries (from 01/02/2020),EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2015,,3225.103,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE6,Total waste,GEN,Waste generated,KG_HAB,Kilograms per capita,2016,,18.908,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE6,Total waste,MKT,Products put on the market,KG_HAB,Kilograms per capita,2016,,30.577,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_TEE,Temperature exchange equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2016,,3.628,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_TEE,Temperature exchange equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2016,,8.538,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_SME,Screens and monitors,GEN,Waste generated,KG_HAB,Kilograms per capita,2016,,3.212,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_SME,Screens and monitors,MKT,Products put on the market,KG_HAB,Kilograms per capita,2016,,2.489,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_LMP,Lamps,GEN,Waste generated,KG_HAB,Kilograms per capita,2016,,0.369,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_LMP,Lamps,MKT,Products put on the market,KG_HAB,Kilograms per capita,2016,,0.27,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_LE,Large equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2016,,3.406,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_LE,Large equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2016,,9.217,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_SE,Small equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2016,,6.503,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_SE,Small equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2016,,8.343,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_SITTE,Small IT and telecommunication equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2016,,1.791,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_SITTE,Small IT and telecommunication equipment,MKT,Products put on the market,KG_HAB,Kilograms per capita,2016,,1.722,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE6,Total waste,GEN,Waste generated,TH_T,Thousand tonnes,2016,,457.412,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE6,Total waste,MKT,Products put on the market,TH_T,Thousand tonnes,2016,,739.694,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_TEE,Temperature exchange equipment,GEN,Waste generated,TH_T,Thousand tonnes,2016,,87.753,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_TEE,Temperature exchange equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2016,,206.534,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_SME,Screens and monitors,GEN,Waste generated,TH_T,Thousand tonnes,2016,,77.703,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_SME,Screens and monitors,MKT,Products put on the market,TH_T,Thousand tonnes,2016,,60.204,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_LMP,Lamps,GEN,Waste generated,TH_T,Thousand tonnes,2016,,8.917,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_LMP,Lamps,MKT,Products put on the market,TH_T,Thousand tonnes,2016,,6.534,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_LE,Large equipment,GEN,Waste generated,TH_T,Thousand tonnes,2016,,82.389,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_LE,Large equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2016,,222.958,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_SE,Small equipment,GEN,Waste generated,TH_T,Thousand tonnes,2016,,157.313,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_SE,Small equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2016,,201.815,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_SITTE,Small IT and telecommunication equipment,MKT,Products put on the market,TH_T,Thousand tonnes,2016,,41.647,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUT,Austria,EE6,Total waste,MKT,Products put on the market,KG_HAB,Kilograms per capita,2016,,23.793,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUT,Austria,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2016,,9.7,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUT,Austria,EE6,Total waste,MKT,Products put on the market,TH_T,Thousand tonnes,2016,,207.946,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUT,Austria,EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2016,,84.776,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,AUS,Australia,EE_SITTE,Small IT and telecommunication equipment,GEN,Waste generated,TH_T,Thousand tonnes,2016,,43.337,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,BEL,Belgium,EE6,Total waste,MKT,Products put on the market,KG_HAB,Kilograms per capita,2016,,24.604,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,BEL,Belgium,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2016,,11.304,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,BEL,Belgium,EE6,Total waste,MKT,Products put on the market,TH_T,Thousand tonnes,2016,,277.898,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,BEL,Belgium,EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2016,,127.68,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CAN,Canada,EE6,Total waste,GEN,Waste generated,KG_HAB,Kilograms per capita,2016,,19.879,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CAN,Canada,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2016,,2.808,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CAN,Canada,EE_TEE,Temperature exchange equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2016,,3.301,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CAN,Canada,EE_SME,Screens and monitors,GEN,Waste generated,KG_HAB,Kilograms per capita,2016,,3.064,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CAN,Canada,EE_LMP,Lamps,GEN,Waste generated,KG_HAB,Kilograms per capita,2016,,0.266,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CAN,Canada,EE_LE,Large equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2016,,4.406,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CAN,Canada,EE_SE,Small equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2016,,6.778,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CAN,Canada,EE_SITTE,Small IT and telecommunication equipment,GEN,Waste generated,KG_HAB,Kilograms per capita,2016,,2.064,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CAN,Canada,EE6,Total waste,GEN,Waste generated,TH_T,Thousand tonnes,2016,,717.832,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CAN,Canada,EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2016,,101.4,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CAN,Canada,EE_TEE,Temperature exchange equipment,GEN,Waste generated,TH_T,Thousand tonnes,2016,,119.214,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CAN,Canada,EE_SME,Screens and monitors,GEN,Waste generated,TH_T,Thousand tonnes,2016,,110.656,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CAN,Canada,EE_LMP,Lamps,GEN,Waste generated,TH_T,Thousand tonnes,2016,,9.598,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CAN,Canada,EE_LE,Large equipment,GEN,Waste generated,TH_T,Thousand tonnes,2016,,159.087,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CAN,Canada,EE_SE,Small equipment,GEN,Waste generated,TH_T,Thousand tonnes,2016,,244.745,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CAN,Canada,EE_SITTE,Small IT and telecommunication equipment,GEN,Waste generated,TH_T,Thousand tonnes,2016,,74.531,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE6,Total waste,MKT,Products put on the market,KG_HAB,Kilograms per capita,2016,,17.746,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,CZE,Czechia,EE6,Total waste,MKT,Products put on the market,TH_T,Thousand tonnes,2016,,187.487,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE6,Total waste,MKT,Products put on the market,KG_HAB,Kilograms per capita,2016,,27.705,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2016,,12.439,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE6,Total waste,MKT,Products put on the market,TH_T,Thousand tonnes,2016,,158.595,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DNK,Denmark,EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2016,,71.209,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE6,Total waste,MKT,Products put on the market,KG_HAB,Kilograms per capita,2016,,22.311,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2016,,10.958,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE6,Total waste,MKT,Products put on the market,TH_T,Thousand tonnes,2016,,122.608,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FIN,Finland,EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2016,,60.216,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FRA,France,EE6,Total waste,MKT,Products put on the market,KG_HAB,Kilograms per capita,2016,,26.215,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FRA,France,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2016,,10.826,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FRA,France,EE6,Total waste,MKT,Products put on the market,TH_T,Thousand tonnes,2016,,1748.258,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,FRA,France,EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2016,,721.949,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DEU,Germany,EE6,Total waste,MKT,Products put on the market,KG_HAB,Kilograms per capita,2016,,23.777,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DEU,Germany,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2016,,9.499,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DEU,Germany,EE6,Total waste,MKT,Products put on the market,TH_T,Thousand tonnes,2016,,1957.989,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,DEU,Germany,EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2016,,782.214,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,GRC,Greece,EE6,Total waste,MKT,Products put on the market,KG_HAB,Kilograms per capita,2016,,12.105,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,GRC,Greece,EE6,Total waste,COL,Waste collected,KG_HAB,Kilograms per capita,2016,,4.985,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,GRC,Greece,EE6,Total waste,MKT,Products put on the market,TH_T,Thousand tonnes,2016,,130.438,,A,,,,,,,
DATAFLOW,OECD:DF_EWASTE(1.0),E-waste,I,GRC,Greece,EE6,Total waste,COL,Waste collected,TH_T,Thousand tonnes,2016,,53.715,,A,,,,,,,
